LR.Index	CellChat	CytoTalk	celltalkdb
Liph_Lpar4	0	1	0
Lman1_Mcfd2	0	0	1
Lnx2_Cd8a	0	0	1
Lnx2_Cxadr	0	0	1
Lpl_Gpihbp1	0	1	0
Lpl_Lrp1	0	1	0
Lpl_Lrp2	0	1	0
Lpl_Sdc1	0	1	0
Lpl_Vldlr	0	1	0
Lrig1_Egfr	0	0	1
Lrp1b_Plaur	0	1	0
Lrpap1_Ldlr	0	1	0
Lrpap1_Lrp1	0	1	0
Lrpap1_Lrp2	0	1	0
Lrpap1_Lrp8	0	1	0
Lrpap1_Sorl1	0	1	0
Lrpap1_Sort1	0	1	0
Lrpap1_Vldlr	0	1	0
Lrrc4_Ntng2	1	0	0
Lrrc4b_Ptprf	1	0	0
Lrrc4c_Ntng1	1	0	0
Lta_Ltbr	1	1	1
Lta_Tnfrsf14	1	1	1
Lta_Tnfrsf1a	1	1	1
Lta_Tnfrsf1b	1	1	1
Ltb_Cd40	0	1	1
Ltb_Ltbr	1	1	1
Ltb_Tnfrsf1a	0	1	1
Ltbp1_Itgb5	0	1	0
Ltbp3_Itgb5	0	1	0
Ltf_Lrp1	0	1	0
Ltf_Lrp11	0	1	0
Ly86_Cd180	0	1	0
Ly9_Ly9	0	1	0
Lypd3_Agr2	0	0	1
Madcam1_Cd44	0	1	0
Madcam1_Itga4	1	1	1
Madcam1_Itgb7	1	1	1
Mag_Mag	1	0	0
Matn1_Itga1	0	1	0
Matn1_Itgb1	0	1	0
Mbl2_Calcr	0	1	0
Mbl2_Cd93	0	1	0
Mdk_Alk	1	1	1
Mdk_Itga4	1	0	0
Mdk_Itga6	1	0	0
Mdk_Itgb1	1	0	1
Mdk_Lrp1	1	1	1
Mdk_Lrp2	0	1	0
Mdk_Lrp6	0	0	1
Mdk_Ncl	1	0	0
Mdk_Ptprz1	1	1	1
Mdk_Sdc1	1	1	0
Mdk_Sdc2	1	0	0
Mdk_Sdc3	0	1	0
Mdk_Sdc4	1	1	0
Mdk_Tspan1	0	1	0
Mepe_Phex	0	1	0
Mfap2_Notch1	0	1	1
Mfap5_Notch1	0	1	1
Mfge8_Itgav	0	1	1
Mfge8_Itgb1	0	0	1
Mfge8_Itgb3	0	1	1
Mfge8_Itgb5	0	0	1
Mfge8_Pdgfrb	0	1	1
Mfng_Notch1	0	1	1
Mfng_Notch2	0	1	0
Mia_Cdh7	0	1	0
Mif_Ackr3	1	0	1
Mif_Cd44	1	0	1
Mif_Cd74	1	0	1
Mif_Cxcr2	1	0	1
Mif_Cxcr4	1	0	1
Mmp12_Plaur	0	1	1
Mmp13_Lrp1	0	1	1
Mmp14_Flt1	0	0	1
Mmp1a_Cd44	0	1	0
Mmp1a_Itga2	0	1	0
Mmp1b_Cd44	0	1	0
Mmp1b_Itga2	0	1	0
Mmp2_Itgav	0	0	1
Mmp2_Itgb1	0	0	1
Mmp2_Itgb3	0	0	1
Mmp2_Sdc2	0	1	1
Mmp7_Cd151	0	1	0
Mmp7_Cd44	0	1	1
Mmp7_Erbb4	0	1	0
Mmp9_Cd44	0	1	1
Mmp9_Ephb2	0	1	1
Mmp9_Itgb2	0	0	1
Mmp9_Lrp1	0	1	1
Mmp9_Tlr4	0	0	1
Mmp9_Tlr9	0	0	1
Mpz_Mpz	1	0	0
Mpz_Mpzl1	1	0	0
Mpzl1_Mpzl1	1	0	0
Mst1_Mst1r	0	1	1
Mstn_Acvr1b	1	0	1
Mstn_Acvr2a	1	0	1
Mstn_Acvr2b	1	1	1
Mstn_Tgfbr1	1	0	1
Muc2_Agr2	0	1	0
Myoc_Fzd1	0	1	0
Myoc_Fzd10	0	1	0
Myoc_Fzd3	0	1	0
Myoc_Fzd4	0	1	0
Myoc_Fzd7	0	1	0
Nampt_Insr	1	1	0
Nampt_Itga5	1	0	0
Nampt_Itgb1	1	0	0
Ncam1_Fgfr1	1	1	1
Ncam1_Gfra1	0	1	0
Ncam1_L1cam	1	0	0
Ncam1_Ncam1	1	0	0
Ncam1_Ncam2	1	0	0
Ncam1_Robo1	0	1	0
Ncam1_Robo3	0	1	0
Ncam2_L1cam	1	0	0
Ndp_Fzd4	0	1	0
Ndp_Lgr4	0	1	0
Nectin1_Cadm3	1	0	0
Nectin1_Cd96	1	1	0
Nectin1_Nectin3	1	0	0
Nectin1_Nectin4	1	0	0
Nectin2_Cd226	1	1	0
Nectin2_Tigit	1	1	0
Nectin3_Nectin1	1	0	0
Nectin3_Nectin2	1	0	0
Nectin3_Pvr	1	0	0
Nectin3_Tigit	1	1	0
Negr1_Negr1	1	0	0
Nfasc_Cntn1	1	0	0
Nfasc_Cntnap1	1	0	0
Ngf_Ngfr	1	1	1
Ngf_Ntrk1	1	1	1
Ngf_Ntrk3	0	0	1
Ngf_Sorcs2	0	0	1
Ngf_Sorcs3	0	1	1
Ngf_Sort1	0	1	1
Ngf_Trpv1	0	0	1
Nid1_Col13a1	0	1	0
Nid1_Itgav	0	1	0
Nid1_Itgb3	0	1	0
Nid1_Ptprf	0	1	0
Nid2_Col13a1	0	1	1
Nlgn1_Nrxn1	0	1	1
Nlgn1_Nrxn2	0	1	1
Nlgn1_Nrxn3	0	1	1
Nlgn2_Nrxn1	0	1	1
Nlgn2_Nrxn2	0	1	1
Nlgn2_Nrxn3	0	1	1
Nlgn3_Nrxn1	0	1	1
Nlgn3_Nrxn2	0	1	1
Nlgn3_Nrxn3	0	1	1
Nmb_Brs3	0	1	1
Nmb_Grpr	0	1	0
Nmb_Nmbr	1	1	1
Nms_Nmur1	1	1	1
Nms_Nmur2	1	1	1
Nmu_Nmur1	1	1	1
Nmu_Nmur2	1	1	1
Nodal_Acvr1b	1	1	1
Nodal_Acvr1c	1	1	1
Nodal_Acvr2a	1	1	1
Nodal_Acvr2b	1	1	1
Nodal_Cfc1	1	0	0
Npb_Npbwr1	1	1	1
Npff_Npffr1	1	1	1
Npff_Npffr2	1	1	1
Npnt_Itga8	1	1	1
Npnt_Itgb1	0	1	1
Nppa_Npr1	1	1	1
Nppa_Npr2	0	0	1
Nppa_Npr3	0	1	1
Nppb_Npr1	1	1	1
Nppb_Npr2	0	1	1
Nppb_Npr3	0	1	1
Nppc_Npr1	0	0	1
Nppc_Npr2	1	1	1
Nppc_Npr3	0	1	1
Nps_Npsr1	1	1	1
Nptx1_Nptxr	0	0	1
Nptx2_Nptxr	0	0	1
Npvf_Npffr1	1	1	1
Npvf_Npffr2	1	1	1
Npw_Npbwr1	1	1	1
Npy_Dpp4	0	0	1
Npy_Fap	0	1	1
Npy_Gpr83	1	0	0
Npy_Mc4r	0	1	0
Npy_Npffr2	0	1	0
Npy_Npy1r	1	1	1
Npy_Npy2r	1	1	1
Npy_Npy4r	1	1	1
Npy_Npy5r	1	1	1
Npy_Npy6r	1	0	1
Npy_Pgr15l	1	0	0
Npy_Prlhr	0	1	0
Nrg1_Egfr	0	0	1
Nrg1_Erbb2	1	1	1
Nrg1_Erbb3	1	1	1
Nrg1_Erbb4	1	1	1
Nrg1_Itgav	1	0	0
Nrg1_Itgb3	1	0	0
Nrg2_Erbb2	1	0	0
Nrg2_Erbb3	1	1	1
Nrg2_Erbb4	1	1	1
Nrg3_Erbb2	1	0	0
Nrg3_Erbb3	0	0	1
Nrg3_Erbb4	1	1	1
Nrg4_Erbb2	1	0	0
Nrg4_Erbb4	1	1	1
Nrtn_Gfra1	0	1	1
Nrtn_Gfra2	1	1	1
Nrtn_Gfra3	0	0	1
Nrtn_Ret	1	1	1
Nrtn_Sdc3	0	0	1
Nrxn1_Nlgn1	1	0	0
Nrxn1_Nlgn2	1	0	0
Nrxn1_Nlgn3	1	0	0
Nrxn2_Nlgn1	1	0	0
Nrxn2_Nlgn2	1	0	0
Nrxn2_Nlgn3	1	0	0
Nrxn3_Nlgn1	1	0	0
Nrxn3_Nlgn2	1	0	0
Nrxn3_Nlgn3	1	0	0
Ntf3_Ngfr	0	1	1
Ntf3_Ntrk1	1	1	1
Ntf3_Ntrk2	1	1	1
Ntf3_Ntrk3	1	1	1
Ntf5_Ngfr	0	1	1
Ntf5_Ntrk1	0	1	1
Ntf5_Ntrk2	1	1	0
Ntn1_Adora2b	0	1	1
Ntn1_Dcc	0	1	1
Ntn1_Mcam	0	0	1
Ntn1_Neo1	0	1	1
Ntn1_Robo3	0	0	1
Ntn1_Unc5a	0	1	1
Ntn1_Unc5b	0	1	1
Ntn1_Unc5c	0	1	1
Ntn1_Unc5d	0	1	1
Ntn3_Cdon	0	1	0
Ntn3_Dcc	0	0	1
Ntn3_Neo1	0	1	1
Ntn4_Dcc	0	1	0
Ntn4_Unc5a	0	1	0
Ntng1_Lrrc4c	0	1	1
Ntng2_Lrrc4	0	1	1
Ntng2_Lrrc4c	0	0	1
Nts_Ngfr	0	0	1
Nts_Ntsr1	1	1	1
Nts_Ntsr2	1	1	1
Nts_Sort1	0	1	1
Nxph1_Nrxn1	0	1	1
Nxph1_Nrxn2	0	1	1
Nxph1_Nrxn3	0	1	1
Nxph2_Nrxn1	0	1	1
Nxph3_Nrxn1	0	1	1
Nxph3_Nrxn2	0	1	1
Nxph3_Nrxn3	0	1	1
Ocln_Ocln	1	0	0
Olfm2_Robo2	0	1	0
Omg_Lingo1	0	1	1
Omg_Ngfr	0	0	1
Omg_Rtn4r	0	1	1
Omg_Rtn4rl1	0	1	1
Omg_Tnfrsf1b	0	1	0
Osm_Egfr	0	0	1
Osm_Il11ra1	0	0	1
Osm_Il6st	1	1	1
Osm_Lifr	1	1	1
Osm_Osmr	1	1	1
Ostn_Npr3	1	1	1
Oxt_Avpr1a	0	1	0
Oxt_Avpr1b	0	1	0
Oxt_Avpr2	0	1	1
Oxt_Oxtr	1	1	1
Pcsk9_Aplp2	0	0	1
Pcsk9_Ldlr	0	0	1
Pcsk9_Lrp1	0	0	1
Pcsk9_Lrp8	0	0	1
Pcsk9_Sort1	0	0	1
Pcsk9_Vldlr	0	1	1
Pdap1_Pdgfrb	0	1	0
Pdcd1lg2_Pdcd1	1	1	1
Pdcd1lg2_Pdcd2	0	0	1
Pdcd1lg2_Rgmb	0	1	0
Pdgfa_Pdgfra	1	1	1
Pdgfa_Pdgfrb	1	0	1
Pdgfb_Art1	0	1	0
Pdgfb_Lrp1	0	1	1
Pdgfb_Pdgfra	1	1	1
Pdgfb_Pdgfrb	1	1	1
Pdgfc_Flt4	0	1	1
Pdgfc_Kdr	0	1	0
Pdgfc_Pdgfra	1	1	1
Pdgfc_Pdgfrb	0	0	1
Pdgfd_Pdgfra	0	0	1
Pdgfd_Pdgfrb	1	1	1
Pdyn_Oprd1	1	1	0
Pdyn_Oprk1	1	1	1
Pdyn_Oprl1	1	0	0
Pdyn_Oprm1	1	1	0
Pecam1_Pecam1	1	0	0
Penk_Mrgprb2	0	1	0
Penk_Ogfr	0	1	0
Penk_Oprd1	1	1	0
Penk_Oprk1	1	0	0
Penk_Oprl1	1	0	0
Penk_Oprm1	1	1	0
Pf4_Ccr1	0	0	1
Pf4_Cxcr3	1	1	1
Pf4_Fgfr2	0	1	1
Pf4_Ldlr	0	1	0
Pf4_Lrp1	0	0	1
Pf4_Procr	0	1	1
Pf4_Sdc2	0	1	0
Pf4_Thbd	0	1	1
Pgf_Egfr	0	0	1
Pgf_Flt1	1	1	1
Pgf_Nrp1	0	1	1
Pgf_Nrp2	0	1	1
Pigf_Flt1	0	1	0
Pip_Cd4	0	1	0
Pla2g10_Pla2r1	0	1	1
Pla2g1b_Pla2r1	0	0	1
Pla2g5_Pla2r1	0	0	1
Plat_Itgam	0	0	1
Plat_Lrp1	0	1	1
Plau_Igf2r	0	1	1
Plau_Itgb2	0	0	1
Plau_Lrp1	0	1	1
Plau_Lrp2	0	1	1
Plau_Mrc2	0	0	1
Plau_Plaur	0	1	1
Plau_St14	0	1	0
Plg_F2r	0	1	0
Plg_F2rl1	0	1	0
Plg_F2rl3	1	0	0
Plg_F3	0	1	0
Plg_Igf2r	0	0	1
Plg_Itga9	0	1	0
Plg_Itgb1	0	1	0
Plg_Itgb2	0	0	1
Plg_Lrp2	0	0	1
Plg_Pard3	1	0	0
Plg_Plaur	0	0	1
Plg_Plgrkt	0	1	1
Pltp_Abca1	0	1	1
Pmch_Mchr1	1	1	1
Pmch_Mertk	1	0	0
Pnoc_Oprl1	0	1	1
Podxl2_Sell	0	1	1
Podxl_Sell	0	1	1
Pomc_Mc1r	1	1	1
Pomc_Mc2r	1	1	1
Pomc_Mc3r	1	1	1
Pomc_Mc4r	1	1	1
Pomc_Mc5r	1	1	1
Pomc_Oprd1	1	1	1
Pomc_Oprk1	1	1	0
Pomc_Oprl1	1	0	0
Pomc_Oprm1	1	1	1
Pon2_Htr2a	0	1	1
Postn_Egfr	0	0	1
Postn_Itga5	0	0	1
Postn_Itgav	1	0	1
Postn_Itgb1	0	0	1
Postn_Itgb3	1	0	1
Postn_Itgb5	1	0	0
Ppbp_Cxcr1	0	1	1
Ppbp_Cxcr2	1	1	1
Ppy_Gpr83	1	0	0
Ppy_Npy1r	1	0	0
Ppy_Npy2r	1	0	1
Ppy_Npy4r	1	1	0
Ppy_Npy5r	1	1	0
Ppy_Npy6r	1	0	0
Ppy_Pgr15l	1	0	0
Prg4_Cd44	0	0	1
Prl2a1_Prlr	0	0	1
Prl2b1_Prlr	0	0	1
Prl2c1_Prlr	0	0	1
Prl2c2_Prlr	0	0	1
Prl2c3_Prlr	0	0	1
Prl2c5_Prlr	0	0	1
Prl3a1_Prlr	0	0	1
Prl3b1_Prlr	0	0	1
Prl3c1_Prlr	0	0	1
Prl3d1_Prlr	0	0	1
Prl3d2_Prlr	0	0	1
Prl3d3_Prlr	0	0	1
Prl4a1_Prlr	0	0	1
Prl5a1_Prlr	0	0	1
Prl6a1_Prlr	0	0	1
Prl7a1_Prlr	0	0	1
Prl7a2_Prlr	0	0	1
Prl7b1_Prlr	0	0	1
Prl7c1_Prlr	0	0	1
Prl7d1_Prlr	0	0	1
Prl8a1_Prlr	0	0	1
Prl8a2_Pgr	0	0	1
Prl8a6_Prlr	0	0	1
Prl8a8_Prlr	0	0	1
Prl8a9_Prlr	0	0	1
Prl_Prlr	1	1	1
Prlh_Prlhr	1	1	1
Prnd_Rpsa	0	1	1
Proc_Procr	0	1	1
Proc_Thbd	0	1	0
Prok1_Prokr1	1	1	1
Prok1_Prokr2	1	1	1
Prok2_Prokr1	1	1	1
Prok2_Prokr2	1	1	1
Pros1_Axl	1	1	1
Pros1_Mertk	0	0	1
Pros1_Tyro3	1	1	1
Prss23_Tmem222	0	1	0
Prss2_F2r	1	0	0
Prss2_F2rl1	1	0	0
Prss2_F2rl2	1	0	0
Prss2_F2rl3	1	0	0
Prss2_Pard3	1	0	0
Psap_Celsr1	0	1	0
Psap_Gpr37	1	1	1
Psap_Gpr37l1	1	1	1
Psap_Lrp1	0	1	1
Psen1_Ephb2	0	0	1
Psen1_Erbb4	0	0	1
Psen1_Ncstn	0	1	1
Psen1_Nectin1	0	0	1
Psen1_Notch1	0	1	1
Psen1_Notch2	0	1	1
Psen1_Notch3	0	1	1
Psen1_Notch4	0	1	1
Psen2_Notch2	0	0	1
Pspn_Gfra1	0	1	0
Pspn_Gfra4	1	1	1
Pspn_Ret	1	1	1
Ptdss1_Jmjd6	0	1	0
Ptdss1_Scarb1	0	1	0
Ptgs2_Cav1	0	1	0
Ptgs2_Ptgdr2	0	1	0
Ptgs2_Ptger1	0	0	1
Ptgs2_Ptger2	0	0	1
Ptgs2_Ptger3	0	0	1
Ptgs2_Ptger4	0	0	1
Pth2_Pth1r	1	1	0
Pth2_Pth2r	1	1	1
Pth2_Ramp1	0	0	1
Pth_Lrp6	0	0	1
Pth_Pth1r	1	1	1
Pth_Pth2r	1	1	1
Pth_Ramp1	0	0	1
Pthlh_Prlhr	0	1	0
Pthlh_Pth1r	1	1	1
Pthlh_Pth2r	0	1	0
Ptma_Vipr1	0	1	1
Ptn_Alk	1	1	1
Ptn_Cdh10	0	1	0
Ptn_Itgav	1	0	0
Ptn_Itgb3	1	0	0
Ptn_Ncl	1	0	0
Ptn_Nrp1	0	0	1
Ptn_Plxnb2	0	1	0
Ptn_Ptprb	0	1	1
Ptn_Ptprs	0	1	0
Ptn_Ptprz1	1	1	1
Ptn_Sdc1	1	1	1
Ptn_Sdc2	1	0	1
Ptn_Sdc3	1	1	0
Ptn_Sdc4	1	0	1
Ptpn11_Ros1	0	0	1
Ptpn6_Cd22	0	0	1
Ptpn6_Ros1	0	0	1
Ptprc_Cd22	1	0	0
Ptprc_Mrc1	1	0	0
Ptprm_Ptprm	1	0	0
Pvr_Cd226	1	0	0
Pvr_Tigit	1	0	0
Pyy_Dpp4	0	0	1
Pyy_Fap	0	1	0
Pyy_Gpr83	1	0	0
Pyy_Npy1r	1	1	1
Pyy_Npy2r	1	1	0
Pyy_Npy4r	1	1	0
Pyy_Npy5r	1	1	1
Pyy_Npy6r	1	0	0
Pyy_Pgr15l	1	0	0
Qrfp_P2ry14	0	1	0
Qrfp_Qrfpr	1	1	1
Raet1a_Klrk1	1	0	0
Rarres2_Ccrl2	0	1	1
Rarres2_Cmklr1	1	1	0
Rarres2_Gpr1	1	1	0
Rbp3_Notch1	0	1	1
Rbp4_Stra6	0	1	1
Reln_Itga2b	0	0	1
Reln_Itga3	1	1	1
Reln_Itga5	0	0	1
Reln_Itgb1	1	1	1
Reln_Itgb3	0	0	1
Reln_Lrp8	0	1	1
Reln_Notch1	0	0	1
Reln_Vldlr	0	1	1
Ren1_Atp6ap2	0	1	0
Retn_Cap1	1	0	0
Retn_Tlr4	1	0	1
Rgma_Neo1	0	1	1
Rgmb_Neo1	0	1	1
Rims1_Cacna1c	0	1	0
Rims2_Abca1	0	1	0
Rln1_Rxfp1	1	1	0
Rln1_Rxfp2	1	1	0
Rln1_Rxfp3	1	0	0
Rln1_Rxfp4	1	0	0
Rln3_Rxfp1	1	1	1
Rln3_Rxfp2	1	1	1
Rln3_Rxfp3	1	1	1
Rln3_Rxfp4	1	1	1
Rnase2a_Tlr2	0	1	0
Rnase2b_Tlr2	0	1	0
Rph3a_Nrxn1	0	1	0
Rps19_C5ar1	0	1	0
Rspo1_Lgr4	0	1	1
Rspo1_Lgr5	0	1	1
Rspo1_Lgr6	0	1	1
Rspo1_Lrp6	0	1	1
Rspo1_Znrf3	0	1	1
Rspo2_Lgr4	0	1	1
Rspo2_Lgr5	0	1	1
Rspo2_Lgr6	0	1	1
Rspo2_Znrf3	0	0	1
Rspo3_Fzd8	0	1	1
Rspo3_Lgr4	0	1	1
Rspo3_Lgr5	0	1	1
Rspo3_Lgr6	0	1	1
Rspo3_Lrp6	0	1	1
Rspo3_Sdc4	0	1	1
Rspo4_Lgr4	0	1	1
Rspo4_Lgr5	0	1	1
Rspo4_Lgr6	0	1	1
Rtn2_Rtn4r	0	0	1
Rtn3_Rtn4r	0	0	1
Rtn4_Cntnap1	0	1	1
Rtn4_Lingo1	0	1	1
Rtn4_Ngfr	0	0	1
Rtn4_Rtn4r	0	1	1
Rtn4_Rtn4rl2	0	0	1
Rtn4_S1pr2	0	0	1
Rtn4_Tnfrsf19	0	1	0
S100a10_Trpv5	0	0	1
S100a10_Trpv6	0	0	1
S100a1_Ryr1	0	0	1
S100a1_Ryr2	0	0	1
S100a1_Tlr4	0	0	1
S100a4_Egfr	0	0	1
S100a4_Erbb2	0	0	1
S100a8_Ly96	0	0	1
S100a8_Tlr4	0	1	1
S100a9_Ager	0	0	1
S100a9_Tlr4	0	1	1
S100b_Alcam	0	0	1
S100b_Fgfr1	0	0	1
Saa1_Fpr1	0	1	0
Saa1_Fpr2	0	1	0
Saa2_Fpr1	0	1	0
Saa2_Fpr2	1	1	0
Scgb1a1_Lmbr1l	0	1	0
Scgb1a1_Lrp2	0	1	1
Scgb3a1_Marco	0	1	0
Scgb3a2_Marco	1	1	0
Sct_Sctr	1	1	1
Sct_Vipr1	0	1	0
Sct_Vipr2	0	1	1
Sele_Cd44	1	0	0
Sele_Ceacam1	1	0	0
Sele_Glg1	1	0	0
Selenop_Lrp2	0	0	1
Selenop_Lrp8	0	0	1
Sell_Cd34	1	0	0
Sell_Glycam1	1	0	0
Sell_Madcam1	1	0	0
Sell_Podxl	1	0	0
Selplg_Cxcr2	0	0	1
Selplg_Sele	1	1	1
Selplg_Sell	1	1	1
Selplg_Selp	1	1	1
Selplg_Vsir	0	0	1
Sema3a_Nrp1	1	1	1
Sema3a_Nrp2	0	1	1
Sema3a_Plxna1	1	1	1
Sema3a_Plxna2	1	1	1
Sema3a_Plxna3	1	0	0
Sema3a_Plxna4	1	1	1
Sema3b_Nrp1	1	1	1
Sema3b_Nrp2	1	1	1
Sema3b_Plxna1	1	0	1
Sema3b_Plxna2	1	0	0
Sema3b_Plxna3	1	0	0
Sema3b_Plxna4	1	0	0
Sema3c_Nrp1	1	1	1
Sema3c_Nrp2	1	1	1
Sema3c_Plxna1	1	0	0
Sema3c_Plxna2	1	0	0
Sema3c_Plxna3	1	0	0
Sema3c_Plxna4	1	0	1
Sema3c_Plxnb1	0	0	1
Sema3c_Plxnd1	1	1	1
Sema3d_Nrp1	1	1	1
Sema3d_Nrp2	1	0	0
Sema3d_Plxna1	1	0	0
Sema3d_Plxna2	1	0	0
Sema3d_Plxna3	1	0	0
Sema3d_Plxna4	1	0	0
Sema3e_Nrp1	0	0	1
Sema3e_Plxna1	0	0	1
Sema3e_Plxnd1	1	1	1
Sema3f_Nrp1	0	1	1
Sema3f_Nrp2	1	1	1
Sema3f_Plxna1	1	0	0
Sema3f_Plxna2	1	0	0
Sema3f_Plxna3	1	1	1
Sema3f_Plxna4	1	0	0
Sema3g_Nrp2	1	1	1
Sema3g_Plxna1	1	0	0
Sema3g_Plxna2	1	0	0
Sema3g_Plxna3	1	0	0
Sema3g_Plxna4	1	0	1
Sema4a_Nrp1	1	0	1
Sema4a_Plxna1	1	0	0
Sema4a_Plxna2	1	0	0
Sema4a_Plxna3	1	0	0
Sema4a_Plxna4	1	0	0
Sema4a_Plxnb1	1	0	1
Sema4a_Plxnb2	1	0	1
Sema4a_Plxnb3	1	0	0
Sema4a_Plxnd1	0	1	1
Sema4a_Timd2	1	0	0
Sema4b_Dcbld2	0	1	0
Sema4c_Plxnb2	1	1	1
Sema4d_Cd72	1	1	1
Sema4d_Erbb2	0	1	1
Sema4d_Met	0	1	1
Sema4d_Plxna2	0	0	1
Sema4d_Plxnb1	1	1	1
Sema4d_Plxnb2	1	1	1
Sema4d_Plxnb3	1	0	0
Sema4f_Nrp2	0	1	0
Sema4g_Plxnb2	1	1	1
Sema5a_Met	0	1	1
Sema5a_Plxna1	1	0	1
Sema5a_Plxna3	1	0	0
Sema5a_Plxnb3	1	1	1
Sema5b_Plxna1	1	0	0
Sema5b_Plxna3	1	0	0
Sema6a_Plxna2	1	1	1
Sema6a_Plxna4	1	1	1
Sema6b_Plxna2	1	0	0
Sema6b_Plxna4	1	0	1
Sema6c_Plxna1	0	0	1
Sema6d_Kdr	1	1	1
Sema6d_Nrcam	0	0	1
Sema6d_Plxna1	1	1	1
Sema6d_Plxna4	0	0	1
Sema6d_Trem2	1	1	1
Sema6d_Tyrobp	1	1	1
Sema7a_Itga1	1	1	0
Sema7a_Itgb1	1	1	1
Sema7a_Plxnc1	1	1	0
Serpina1a_Lrp1	0	1	0
Serpina1b_Lrp1	0	1	0
Serpina1c_Lrp1	0	1	0
Serpina1d_Lrp1	0	1	0
Serpina1e_Lrp1	0	1	0
Serpina7_Slc16a2	0	1	0
Serpinc1_Lrp1	0	1	0
Serpinc1_Sdc2	0	1	0
Serpine1_Lrp1	0	1	1
Serpine1_Lrp1b	0	0	1
Serpine1_Lrp2	0	1	1
Serpine1_Plaur	0	0	1
Serpine1_Vldlr	0	0	1
Serpine2_Lrp1	0	1	0
Serpine2_Plaur	0	0	1
Serping1_Lrp1	0	1	0
Serping1_Sele	0	1	0
Serping1_Selp	0	1	0
Sfrp1_Fzd2	0	1	1
Sfrp1_Fzd6	0	1	0
Sfrp2_Fzd5	0	0	1
Sftpa1_Cd93	0	1	0
Sftpa1_Sirpa	0	0	1
Sftpa1_Tlr2	0	1	0
Sftpd_Ly96	0	0	1
Sftpd_Sirpa	0	0	1
Sftpd_Tlr4	0	0	1
Shank1_Abca1	0	1	0
Shank1_Sstr2	0	1	0
Shank3_Ret	0	0	1
Shbg_Cd177	0	1	0
Shbg_Cldn4	0	1	0
Shbg_Gprc6a	0	0	1
Shbg_Slc37a1	0	1	0
Shh_Boc	0	1	0
Shh_Cav1	0	0	1
Shh_Cdon	0	1	1
Shh_Gas1	0	0	1
Shh_Gpc1	0	0	1
Shh_Gpc5	0	1	0
Shh_Gpc6	0	0	1
Shh_Hhip	0	1	1
Shh_Lrp2	0	1	1
Shh_Ptch1	1	1	1
Shh_Ptch2	1	1	1
Shh_Pvr	0	0	1
Shh_Smo	1	1	1
Siglec1_Spn	1	0	0
Slamf1_Slamf1	0	1	0
Slamf6_Slamf6	0	1	0
Slamf7_Slamf7	0	1	0
Slit1_Flrt3	0	0	1
Slit1_Gpc1	0	1	1
Slit1_Plxna1	0	0	1
Slit1_Robo1	0	1	1
Slit1_Robo2	0	0	1
Slit1_Sdc1	0	1	0
Slit2_Gpc1	0	1	0
Slit2_Plxna1	0	0	1
Slit2_Robo1	0	1	1
Slit2_Robo2	0	1	1
Slit2_Robo3	0	0	1
Slit2_Robo4	0	1	1
Slit2_Sdc1	0	1	0
Slit3_Plxna1	0	0	1
Slit3_Robo1	0	0	1
Slit3_Robo2	0	1	1
Slit3_Robo3	0	0	1
Slpi_Plscr4	0	0	1
Slurp1_Chrna1	1	0	0
Slurp1_Chrna10	1	0	0
Slurp1_Chrna2	1	0	0
Slurp1_Chrna3	1	0	0
Slurp1_Chrna4	1	0	0
Slurp1_Chrna5	1	0	0
Slurp1_Chrna6	1	0	0
Slurp1_Chrna7	1	0	1
Slurp1_Chrna9	1	0	0
Slurp1_Chrnb1	1	0	0
Slurp1_Chrnb2	1	0	0
Slurp1_Chrnb3	1	0	0
Slurp1_Chrnb4	1	0	0
Slurp1_Chrnd	1	0	0
Slurp1_Chrne	1	0	0
Slurp1_Chrng	1	0	0
Slurp2_Chrna1	1	0	0
Slurp2_Chrna10	1	0	0
Slurp2_Chrna2	1	0	0
Slurp2_Chrna3	1	0	0
Slurp2_Chrna4	1	0	0
Slurp2_Chrna5	1	0	0
Slurp2_Chrna6	1	0	0
Slurp2_Chrna7	1	0	0
Slurp2_Chrna9	1	0	0
Slurp2_Chrnb1	1	0	0
Slurp2_Chrnb2	1	0	0
Slurp2_Chrnb3	1	0	0
Slurp2_Chrnb4	1	0	0
Slurp2_Chrnd	1	0	0
Slurp2_Chrne	1	0	0
Slurp2_Chrng	1	0	0
Sorbs1_Insr	0	1	0
Sost_Lrp5	0	1	1
Sost_Lrp6	0	1	1
Sostdc1_Lrp6	0	0	1
Spink1_Egfr	0	1	1
Spink1_Nrsn1	0	1	0
Spint1_St14	0	1	1
Spon1_Lrp8	0	0	1
Spon2_Itgb2	0	0	1
Spp1_Cd44	1	1	1
Spp1_Itga4	1	1	1
Spp1_Itga5	1	1	0
Spp1_Itga8	1	0	1
Spp1_Itga9	1	1	1
Spp1_Itgav	1	1	1
Spp1_Itgb1	1	1	1
Spp1_Itgb3	1	0	1
Spp1_Itgb5	1	0	1
Spp1_Itgb6	1	0	0
Spp1_S1pr1	0	1	0
Srpx2_Plaur	0	0	1
Sst_Sstr1	1	1	1
Sst_Sstr2	1	1	1
Sst_Sstr3	1	1	1
Sst_Sstr4	1	1	1
Sst_Sstr5	1	1	1
St6gal1_Cd22	0	0	1
Sytl3_Nrxn1	0	1	1
Tac1_Grpr	0	0	1
Tac1_Tacr1	1	1	1
Tac1_Tacr2	1	1	1
